id,texto,aspect,polarity,start_position,end_position,aspecto_llm,polaridade_llm
673,"Ficamos por duas vezes neste hotel, no início da viagem e no término, quando retornamos do tour pela Europa. O hotel é muito limpo, os quartos são confortáveis, o café da manhã é bem servido e o principal: os funcionários são todos muito simpáticos e atenciosos. A internet é free e nossas malas ficaram guardadas sem custo adicional.  Ótima localização !!",café da manhã,1,163,176,limpo,1
674,"Estivemos hospedados, eu e meu marido, do dia 04 a 11 de outubro no Hotel de Suez. Além da localização q é ótima, o pessoal da recepção é super atencioso, principalmente, Madame Sandrine, que é a simpatia em pessoa e super solícita e amável. O quarto e o banheiro eram grandes, limpos e bem arrumado todos os dias.   Além de recomendar, quando formos novamente `a Paris, ficaremos lá de novo.",recepção,1,127,135,localização,1
675,"O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.",quarto,-1,2,8,pequeno,-1
676,"A localização do hotel para saídas à noite não é legal. A avenida é complicada, caso a pé. Fica perto do aeroporto, metrô, e avenida com várias opções de ônibus. Muito simples, esse hotel era nas décadas passadas, parada para meu pai q na época viajante, ficava hospedado no mesmo. O café era saboroso, simples, porém agradável. Fica tudo no ERA!! O movimento é constante, barulho na frente do hotel e as acomodações são bem simplórias.Não vá com outro objetivo, senão passar uma noite!",localização,-1,2,13,localização,-1
677,"Todos os funcionários que trabalham na Recepção, no Serviço de Quarto, no Bar e na Sala do Café da Manhã foram extremamente cordiais e atenciosos comigo e com minha mulher. Sempre dispostos a entender e a atender nossas necessidades. Realmente, o tratamento que nos dispensaram contribuiu para nossa estada em Paris fosse maravilhosa!    Alceu Landi",recepção,1,39,47,cordiais,1
678,"Tivemos a felicidade de passar 4 noites no Sofitel/Nova York. A experiência foi extremamente positiva. Destacamos a cordialidade e eficiência dos funcionários, o café da manhã muito bom com um atendimento rápido. Recomendamos também o restaurante do Hotel, Gabi. A localização, para nós, foi perfeita. Próximo a estações de metrô, e a curtas distâncias de alguns dos principais pontos turísticos da cidade.",localização,1,265,276,felicidade,1
679,"Estive neste hotel duas vezes, se não me engano.  A localização é muito boa, próximo à Fauchon e diversas lojas de grife. Mesmo que não vamos às compras, é muito agradável caminhar até à Fauchon e tomar um lanche da tarde com o melhor Eclair que já experimentei em minha vida.  Todas às vezes que fui, ficamos em um quarto muito espaçoso, tranquilamente caberia 2 ou 3 camas de solteiro. Excelente custo/benefício.",localização,1,52,63,localização,1
680,"Bom preço, bom hotel e perto do metro! Tinha banheira no banheiro, quarto novos, minhas filhas adoraram, bom café da manhá. Hotel moderno! Próximo ao Hotel, havia um Carrefour, onde íamos comprar água, sucos, lanches, pois, convenhamos, é tudo em Euro!  Room Tip: Na verdade não sei dar esta dica! Rsrs",banheira,1,45,53,preço,1
681,"fico no Hotel sempre que vou a cidade e os funcionarios do hotel são prestativos, ajudam sempre que prescisam, principalmente a cristina que fala o portugues e da otimas dicas sobre Paris.o café da manhã delicioso, sempre com pães fresquinhos. a localização é otima, fica perto de metro, feirinhas, restaurantes.",café da manhã,1,190,203,funcionarios,1
682,"Hotel muito bem localizado bem proximo ao metro. Recepcão muito aconchegante com vários itens de pesquisas como mapas, jornais e revistas. Não possui restaurante mas a copa possui todos os itens necessários. O café expresso e chocolate quente é formidável. Os quartos são lindos, bem confortavel com decoração bem romântica e de muito bom gosto. O Atendimento dos funcionários é impecável com vários funcionários sabendo falar várias linguas. E por fim a limpeza do hotel é impecável.",atendimento,1,348,359,localização,1
683,"A única coisa boa neste hotel é a cozinha completa, o banheiro estava em péssimo estado de conservação e limpeza, o chão do quarto enquanto andamos faz barulho parece estar solto, o sofá cama é uma vergonha, fiz a reserva de 3 dias mais só consegui ficar uma noite, quando estava saindo do hotel os vizinhos em baixo estavam fumando maconha, mal frequentado!café da manhã bom,  Bem localizado como a maioria dos hotéis em Anaheim  Room Tip: Fuja do quarto 2121",limpeza,-1,105,112,cozinha,1
684,"Ficamos num quarto duplex, um casal e dois filhos adultos. Porém, o chuveiro ficava em cima e o toalete em baixo e isso foi um inconveniente. O fato de não limparem o quarto nos três dias em que nos hospedamos também não foi legal, mas não podemos reclamar disso porque já sabíamos!  A localização é muito boa, pertinho da estação do metrô e a maioria das atrações se pode fazer a pé.",localização,1,286,297,chuveiro,-1
685,"O hotel apesar de ser simples,é muito bom,principalmente por sua licalização,fica próximo de vários pontos turisticos,pois se encontro na região historica da cidade,o que torna uma região com um ambiente bastanre agrádavel. Os funcionários tambem nos recebem muito bem,ótima recepção!",hotel,1,2,7,hotel,1
686,"Perto do Metro, ônibus, restaurantes, cafés e supermercados. Excelente localização, fácil locomoção. Excelentes recepcionistas, bem informados e prestativos. Hotel econômico e agradável. Recomendo a todos que não queiram gastar muito e serem bem atendidos.  Room Tip: Prefira os apartamentos de fundos.",apartamento,0,279,290,Metro,1
687,"Hotel com facilidade de acesso ao metrô e a estação de ônibus. Quarto de um tamanho bom e confortável e que transmite sensação de limpeza. Banheiro excelente. Devido ao grande número de hóspedes, em alguns momentos pode-se ter que aguardar o elevador por um tempo maior. Café da manhã bom, porém com limitação de capacidade nos horários de pico.  Recomendo o Hotel.",limpeza,1,130,137,facilidade de acesso,1
688,"Hospedei, , check-in rápido sem burocracia. O quarto estava desarruamdo, mas fomos relocados. Excelente serviço de limpeza, cafe da manhã com muita variedades, Quartos renovados, cafeteira, wi-fi com bom sinal, próximo a mercado, silencioso, cafe da manha ótimo por ser Europa, super limpo. Cama confortável. Recomendo!",limpeza,1,115,122,check-in,1
689,"As fotos não condizem com o que eu encontrei lá. o banheiro é muuuito velho, a torneira quando aberta fazia um barulho que mais parecia um trem chegando, papel de parede do quarto rasgado, o café da manhã bem mais ou menos, enquanto comíamos a mulher começou a resmungar, desligar o ar condicionado, televisão, e retirar a comida, uma falta de respeito, não recomendo.",quarto,0,173,179,fotos,-1
690,"O hotel se diz pronto para atender a familia com criancas, mas achei o hotel mais direcionado para negocios. Cafe da manha excelente, atendimento muito fraco e acomodacoes pequenas para um casal e duas criancas no mesmo quarto. O lobby tem uma area com jogos para as criancas.A localizacao e excelente.",casal,0,189,194,familia,-1
691,"O atendimento da recepção foi muito gentil e muito prático , o café da manhã delicioso e a localização muito boa.  Na minha estadia somente duas situações não foram muito satisfatórias: o elevador parou de funcionar e não observei respeito com a ala não fumante , o hóspede do quarto ao lado do meu fumava e isso incomodou demais , uma vez que a ala era não fumantes .",recepção,1,17,25,atendimento,1
692,"Realmente essa foi uma ótima surpresa , o hotel é muito bom , muito bem localizado , perto da estação de metrô e da estação de trem, dá pra ir e voltar para o aeroporto de term . Fica perto da praça da bastilha e o que mais gostei é que a região é bem tranquila , tem mercado na frente que dá pra fazer um lanche e comprar alguma coisa que vc precise . O café da manhã tb é muito bom , o atendemento do pessoal tb , quero voltar a Paris e ficar lá novamente.",café da manhã,1,355,368,surpresa,1
693,"Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse. Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento. O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.",rua,0,31,34,rua de Porto Alegre,1
694,"Muito simples, apartamentos pequenos, e parecem ter sido decorados por São Francisco pessoalmente, 1 cama, 1 cadeira, 1 mesa, 1 frigo bar, e 1 armário (sem portas, que funciona mesmo como cabideiro). Para piorar as coisas, os 2 únicos elevadores do hotel estavam quebrados e não havia outra escolha, se não usar as escadas. O prédio tem 14 andares. No café da manhã, o bufê é também franciscano (pobre de opções), mas dá pro gasto se você vai ficar uma ou duas noites no hotel.",apartamento,0,15,26,simples,-1
695,"- Muito bom, porém a cafeteira no quarto é um aparelho modernoso, mas deletério. Conserva restos de cafés velhos. Não é falta de limpeza, é o tipo de máquina. – A reposição de lanches e refrigerantes fora de horários na loja de conveniência é fraca, a alternativa é trazer alimentos de fora. – Os preços da loja de conveniência são extremamente caros, um litro de água em supermercado custa 0,58E, no hotel uma garrafa de 700 ml custa 5E.",preço,-1,297,302,bom,1
696,"Hotel com dependenicas muito pequenas, quarto minúsculo. Tem a vantagem da localização em rua charmosa e muito proximo do Metro Place Rouge e a 20 minutos à pé da catedral Notre Dame.  O atendeimento foi muito cordial, inclusive com atendimento em espanhol o que nos ajudou muito. São bastante simpáticos. Valeu.",quarto,-1,39,45,dependências,-1
697,"Atendimento não compromente.  Um pouco distante do metrô, principalmente no frio. Quarto minúsculo, embora com cama boa e chuveiro quente.  Banheiro minúsculo também, com porta abrindo para lado errado.  O local é sossegado e com alguma infraestrutura, mas acredito existirem opções melhores pelo mesmo preço. Para quem viaja só pode ser uma opção, para casal não.",preço,0,303,308,atendimento,-1
698,"O Hotel é muito velho, já passou há muito dos seus tempo de glória. O ambiente tenta ser limpo, mas não acompanha a movimentação do pessoal, aos péssimas condições de conservação e o baixo custo. A localização é bem estranha e há barulho o tempo todo. É o típico hotel de caixeiro viajante, não recomendado para famílias ou quem quer dormir num ambiente limpo e saudável.",localização,-1,198,209,Hotel velho,-1
699,"Hotel instalado em edifício antigo. O quarto que usei tinha acabamentos bastante antigos, mas a cama era bastante confortável, e como era na parte mais aos fundos do hotel, era silencioso. Os corredores dão uma sensação meio fúnebre, por não ter muita iluminação.O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade. O atendimento é bom. O café-da-manhã não tem muita variedade.",corredor,-1,192,200,edifício antigo,-1
