,comentario,aspecto_llm,polaridade_llm
1140,"Estive no início de janeiro hospedada no Hotel Affinia Dumont e voltei totalmente satisfeita. Os quartos são excelentes, as camas maravilhosas, além da opção de escolher os travesseiros. Sem contar que o apartamento conta com uma sala e uma cozinha completamente equipada. Osatendentes são extremamentes simpáticos e atenciosos, merecendo destaque o Gilbert que faz com que você sinta como se o conhecesse há anos. Room Tip: Vale a pena pegar um apartamento com sala e cozinha.",sala,1
1141,"Estive no início de janeiro hospedada no Hotel Affinia Dumont e voltei totalmente satisfeita. Os quartos são excelentes, as camas maravilhosas, além da opção de escolher os travesseiros. Sem contar que o apartamento conta com uma sala e uma cozinha completamente equipada. Osatendentes são extremamentes simpáticos e atenciosos, merecendo destaque o Gilbert que faz com que você sinta como se o conhecesse há anos. Room Tip: Vale a pena pegar um apartamento com sala e cozinha.",cozinha,1
1142,"Estive no início de janeiro hospedada no Hotel Affinia Dumont e voltei totalmente satisfeita. Os quartos são excelentes, as camas maravilhosas, além da opção de escolher os travesseiros. Sem contar que o apartamento conta com uma sala e uma cozinha completamente equipada. Osatendentes são extremamentes simpáticos e atenciosos, merecendo destaque o Gilbert que faz com que você sinta como se o conhecesse há anos. Room Tip: Vale a pena pegar um apartamento com sala e cozinha.",atendentes,1
1143,"Estive no início de janeiro hospedada no Hotel Affinia Dumont e voltei totalmente satisfeita. Os quartos são excelentes, as camas maravilhosas, além da opção de escolher os travesseiros. Sem contar que o apartamento conta com uma sala e uma cozinha completamente equipada. Osatendentes são extremamentes simpáticos e atenciosos, merecendo destaque o Gilbert que faz com que você sinta como se o conhecesse há anos. Room Tip: Vale a pena pegar um apartamento com sala e cozinha.",Gilbert,1
1144,"Estive no início de janeiro hospedada no Hotel Affinia Dumont e voltei totalmente satisfeita. Os quartos são excelentes, as camas maravilhosas, além da opção de escolher os travesseiros. Sem contar que o apartamento conta com uma sala e uma cozinha completamente equipada. Osatendentes são extremamentes simpáticos e atenciosos, merecendo destaque o Gilbert que faz com que você sinta como se o conhecesse há anos. Room Tip: Vale a pena pegar um apartamento com sala e cozinha.",Room Tip,1
1145,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",Yotel,1
1146,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",cabines,1
1147,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",microondas,-1
1148,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",frigobar,-1
1149,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",maquina de café capuccino,-1
1150,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",chá,-1
1151,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",chocolate,-1
1152,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",água,-1
1153,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",gelo,-1
1154,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",café da manhã,-1
1155,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",hotel,1
1156,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",localização,1
1157,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",novinho em folha,1
1158,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",cabines sao pequenas mas confortáveis,-1
1159,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",forno de microondas,1
1160,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",frigobar,1
1161,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",maquina de café capuccino,1
1162,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",chá,1
1163,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",chocolate,1
1164,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",água,1
1165,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",gelo,1
1166,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",tudo Free à disposição dos hóspedes,1
1167,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",maquina para comprar refrigerantes,-1
1168,"Estive no Yotel em julho/2011. Novinho em folha, cabines sao pequenas mas confortáveis. Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes. Há tbem maquina para comprar refrigerantes. O café da manhã oferecido só tem muffins (de muitos sabores). É lindo o hotel e muito bem localizado.",café da manhã oferecido só tem muffins (de muitos sabores),-1
